structure(list(CpGmarker = c("(Intercept)", "cg00075967", "cg00374717", 
"cg00864867", "cg00945507", "cg01027739", "cg01353448", "cg01584473", 
    "centromere protein F (400kD); centromere protein F (350/400kD; mitosin); CENP-F kinetochore protein; AH antigen; cell-cycle-dependent 350K nuclear protein; go_component: chromatin; go_component: cytoplasm; go_component: kinetochore; go_component: spindle pole; go_component: nuclear matrix; go_component: nuclear envelope; go_component: outer kinetochore of condensed chromosome; go_component: outer kinetochore of condensed chromosome; go_component: outer kinetochore of condensed chromosome; go_function: dynein binding; go_function: chromatin binding; go_function: protein C-terminus binding; go_function: transcription factor binding; go_function: protein homodimerization activity; go_function: protein heterodimerization activity; go_process: mitosis; go_process: cell division; go_process: response to drug; go_process: cell proliferation; go_process: cell proliferation; go_process: kinetochore assembly; go_process: mitotic spindle checkpoint; go_process: metaphase plate congression; go_process: G2 phase of mitotic cell cycle; go_process: G2 phase of mitotic cell cycle; go_process: negative regulation of transcription; go_process: regulation of striated muscle development", 
    "centrosomal protein 41 kDa; testis specific protein A14; go_component: centrosome", 
    "chr3 synaptotagmin", "Crm (Cramped Drosophila)-like; T-complex expressed gene 4", 
    "cytokeratin 20; keratin; type I cytoskeletal 20; go_component: intermediate filament; go_function: structural constituent of cytoskeleton; go_process: biological process unknown", 
    "cytosolic sialidase; N-acetyl-alpha-neuraminidase 2; go_component: cytoplasm; go_function: exo-alpha-sialidase activity; go_function: hydrolase activity; acting on glycosyl bonds; go_process: carbohydrate metabolism", 
    "DiGeorge syndrome-related protein; yippee (Drosophila) homolog-like 1; go_component: nucleus", 
    "F-box only protein 1; go_component: nucleus; go_process: mitosis; go_process: cell division; go_process: regulation of progression through cell cycle", 
    "fetal lung protein B5", "fibroglycan; heparan sulfate proteoglycan core protein; go_component: membrane; go_component: integral to membrane; go_component: integral to plasma membrane; go_function: cytoskeletal protein binding; go_process: biological process unknown", 
    "Forkhead; drosophila; homolog-like 12; forkhead (Drosophila)-like 12; go_component: nucleus; go_function: transcription factor activity; go_process: development; go_process: transcription; go_process: regulation of transcription; DNA-dependent", 
    "galactocerebrosidase; Galactosylceraminidase; go_component: lysosome; go_function: galactosylceramidase activity; go_function: hydrolase activity; acting on glycosyl bonds; go_process: carbohydrate metabolism; go_process: galactosylceramide catabolism", 
    "galectin; Lectin; galactose-binding; soluble; 1; go_component: cytoplasm; go_function: sugar binding; go_function: signal transducer activity; go_process: regulation of apoptosis; go_process: positive regulation of I-kappaB kinase/NF-kappaB cascade", 
    "glutamate rich WD repeat protein GRWD; WD repeat domain 28; go_component: nucleus", 
    "go_component: cellular component unknown; go_function: GTP binding; go_function: GTPase binding; go_function: guanyl-nucleotide exchange factor activity; go_process: biological process unknown", 
    "go_component: cellular component unknown; go_function: molecular function unknown; go_process: biological process unknown", 
    "go_component: connexon complex; go_component: integral to membrane; go_function: connexon channel activity; go_process: cell communication", 
    "go_component: cytoplasm; go_function: actin binding; go_process: cytoskeleton organization and biogenesis", 
    "go_component: cytoplasm; go_function: calcium ion binding; go_process: biological process unknown", 
    "go_component: cytoplasm; go_function: lyase activity; go_function: zinc ion binding; go_function: metal ion binding; go_function: carbonate dehydratase activity; go_process: one-carbon compound metabolism", 
    "go_component: cytoplasm; go_function: molecular function unknown; go_process: biological process unknown", 
    "go_component: extracellular region; go_function: cytokine activity; go_process: biological process unknown", 
    "go_component: extracellular space; go_function: growth factor activity; go_process: morphogenesis; go_process: cell-cell signaling; go_process: signal transduction; go_process: positive regulation of cell proliferation", 
    "go_component: integral to membrane", "go_component: integral to membrane; go_function: sugar binding", 
    "go_component: integral to plasma membrane; go_function: antigen binding", 
    "go_component: intracellular; go_function: hydrolase activity; go_function: double-stranded RNA binding; go_function: adenosine deaminase activity; go_process: mRNA processing", 
    "go_component: membrane; go_component: Golgi stack; go_component: Golgi membrane; go_component: integral to membrane; go_function: protein transporter activity; go_process: intracellular protein transport", 
    "go_component: membrane; go_component: integral to membrane", 
    "go_component: membrane; go_component: integral to membrane; go_function: receptor activity; go_function: peptide receptor activity; G-protein coupled; go_process: skeletal development", 
    "go_component: membrane; go_component: voltage-gated potassium channel complex; go_function: voltage-gated potassium channel activity; go_process: potassium ion transport", 
    "go_component: membrane; go_function: nucleotide binding; go_function: oxidoreductase activity; go_function: electron transporter activity; go_process: electron transport", 
    "go_component: membrane; go_function: zinc ion binding; go_function: metal ion binding; go_process: protein transport", 
    "go_component: mitochondrion; go_function: ATP binding; go_function: [pyruvate dehydrogenase (lipoamide)] kinase activity; go_process: glucose metabolism; go_process: protein amino acid phosphorylation", 
    "go_component: nucleus", "go_component: nucleus; go_component: chromatin; go_function: chromatin binding; go_process: transcription; go_process: chromatin modification; go_process: chromatin assembly or disassembly; go_process: regulation of transcription; DNA-dependent", 
    "go_component: nucleus; go_component: cytoplasm; go_function: metal ion binding; go_function: transferase activity; go_function: diacylglycerol kinase activity; go_process: protein kinase C activation; go_process: intracellular signaling cascade", 
    "go_component: nucleus; go_component: endoplasmic reticulum; go_function: protein binding; go_function: zinc ion binding; go_function: metal ion binding", 
    "go_component: nucleus; go_function: DNA binding; go_function: protein binding; go_function: zinc ion binding; go_function: metal ion binding; go_process: transcription; go_process: regulation of transcription; DNA-dependent", 
    "go_component: nucleus; go_function: DNA binding; go_function: zinc ion binding; go_function: metal ion binding; go_process: transcription; go_process: regulation of transcription; DNA-dependent", 
    "go_component: nucleus; go_function: DNA binding; go_process: transcription; go_process: regulation of transcription; DNA-dependent; go_process: transcription from RNA polymerase II promoter", 
    "go_component: nucleus; go_function: protein binding; go_function: nucleic acid binding; go_function: NAD+ ADP-ribosyltransferase activity; go_process: protein amino acid ADP-ribosylation", 
    "go_component: nucleus; go_function: zinc ion binding; go_function: metal ion binding; go_function: transcription factor activity; go_process: transcription; go_process: regulation of transcription; DNA-dependent", 
    "go_component: nucleus; go_function: zinc ion binding; go_function: nucleic acid binding", 
    "go_component: peroxisome; go_function: oxidoreductase activity; go_function: sarcosine oxidase activity; go_function: L-pipecolate oxidase activity; go_process: electron transport; go_process: tetrahydrofolate metabolism", 
    "go_function: ATP binding; go_function: nucleotide binding; go_function: transferase activity; go_function: protein kinase activity; go_function: structural constituent of ribosome; go_process: protein amino acid phosphorylation", 
    "go_function: binding", "go_function: calcium ion binding", 
    "go_function: carboxypeptidase A activity; go_process: proteolysis and peptidolysis", 
    "go_function: catalytic activity; go_function: ferric iron binding; go_process: aromatic compound metabolism", 
    "go_function: electron transporter activity; go_process: electron transport", 
    "go_function: hydrolase activity; go_function: calcium ion binding; go_function: phospholipase A2 activity; go_process: lipid catabolism", 
    "go_function: hydrolase activity; go_function: calcium ion binding; go_function: sulfuric ester hydrolase activity; go_process: metabolism", 
    "go_function: hydrolase activity; go_process: aromatic compound metabolism", 
    "go_function: hydrolase activity; go_process: metabolism; go_process: lipid catabolism", 
    "go_function: lyase activity; go_function: uroporphyrinogen-III synthase activity; go_process: heme biosynthesis; go_process: uroporphyrinogen III biosynthesis", 
    "go_function: protein binding", "go_function: protein binding; go_function: phosphoinositide binding; go_process: protein transport; go_process: intracellular signaling cascade", 
    "go_function: protein binding; go_function: zinc ion binding", 
    "go_function: Ras GTPase activator activity; go_process: negative regulation of Ras protein signal transduction", 
    "go_function: structural constituent of ribosome", "go_function: sugar binding; go_function: calcium ion binding; go_function: hyaluronic acid binding; go_process: cell motility; go_process: cell adhesion", 
    "go_function: transferase activity; go_function: sulfotransferase activity; go_process: protein amino acid sulfation; go_process: protein amino acid deacetylation", 
    "go_function: ubiquitin thiolesterase activity; go_function: cysteine-type endopeptidase activity; go_process: ubiquitin cycle; go_process: ubiquitin-dependent protein catabolism", 
    "go_process: development", "go_process: ubiquitin cycle", 
    "HCV nonstructural protein 4A-transactivated protein 1", 
    "histidine-rich calcium-binding protein; go_component: smooth endoplasmic reticulum; go_function: calcium ion binding; go_function: structural molecule activity; go_process: muscle contraction", 
    "homeobox protein Hox-B4; homeo box 2F; go_component: nucleus; go_function: transcription factor activity; go_process: development; go_process: regulation of transcription; DNA-dependent", 
    "homeobox protein Hox-B8; homeo box 2D; go_component: nucleus; go_function: transcription factor activity; go_process: development; go_process: regulation of transcription; DNA-dependent", 
    "homolog of yeast ATP11; go_component: mitochondrion; go_process: protein complex assembly", 
    "HT001 protein", "isoform 1 is encoded by transcript variant 1", 
    "isoform 1 is encoded by transcript variant 1; elongation factor 1A binding protein; go_function: protein binding; go_function: translation elongation factor activity", 
    "isoform 1 is encoded by transcript variant 1; TU12B1-TY protein", 
    "isoform 1 is encoded by transcript variant 1; yeast Sec31p homolog; protein-transport protein SEC31; go_component: COPII vesicle coat; go_function: molecular function unknown; go_process: ER to Golgi vesicle-mediated transport", 
    "isoform 1eB precursor is encoded by transcript variant 1eB; bullous pemphigoid antigen 1; 230/240kDa; hemidesmosomal plaque protein; go_component: cytoplasm; go_component: cytoskeleton; go_component: cytoplasm; go_component: cytoplasm; go_component: hemidesmosome; go_component: hemidesmosome; go_component: extracellular space; go_component: basement membrane; go_component: intercellular junction; go_component: cytoplasmic membrane-bound vesicle; go_function: actin binding; go_function: protein binding; go_function: calcium ion binding; go_function: integrin binding; go_function: actin filament binding; go_function: protein C-terminus binding; go_function: structural constituent of cytoskeleton; go_function: structural constituent of cytoskeleton; go_process: cell adhesion; go_process: cell cycle arrest; go_process: integrin-mediated signaling pathway; go_process: cytoskeleton organization and biogenesis; go_process: actin cytoskeleton organization and biogenesis; go_process: intermediate filament cytoskeleton organization and biogenesis; go_process: intermediate filament cytoskeleton organization and biogenesis; go_process: intermediate filament cytoskeleton organization and biogenesis", 
    "isoform 2 is encoded by transcript variant 2", "isoform 2 is encoded by transcript variant 2; go_function: binding", 
    "isoform 2 is encoded by transcript variant 2; go_function: guanyl-nucleotide exchange factor activity", 
    "isoform 3 is encoded by transcript variant 3; dipeptidyl peptidase VIII; go_component: membrane; go_function: aminopeptidase activity; go_function: dipeptidyl-peptidase IV activity; go_function: serine-type endopeptidase activity; go_process: proteolysis", 
    "isoform a is encoded by transcript variant 1", "isoform a is encoded by transcript variant 1; aldehyde dehydrogenase 7; go_function: oxidoreductase activity; go_function: aldehyde dehydrogenase [NAD(P)+] activity; go_process: metabolism; go_process: lipid metabolism; go_process: alcohol metabolism", 
    "isoform a is encoded by transcript variant 1; gene associated with HER-2/neu overexpression", 
    "isoform a is encoded by transcript variant 1; hairless (mouse) homolog; go_component: nucleus; go_function: metal ion binding; go_function: transcription factor activity; go_process: transcription; go_process: regulation of transcription; DNA-dependent", 
    "isoform a is encoded by transcript variant 1; selective hybridizing clone (mouse); cytoplasmic FMRP interacting protein 1", 
    "isoform a is encoded by transcript variant 1; tumor suppressor RASSF4; go_function: protein binding; go_function: oxidoreductase activity; go_process: signal transduction", 
    "isoform A is encoded by transcript variant 4; go_function: RNA binding; go_function: nucleotide binding; go_function: protein binding; go_process: RNA processing", 
    "junctophilin type 3; trinucleotide repeat containing 22; go_component: endoplasmic reticulum; go_component: integral to membrane; go_function: molecular function unknown; go_process: biological process unknown", 
    "keratin; hair; acidic;3B; hard keratin; type I; 3II; go_component: intermediate filament; go_function: structural molecule activity", 
    "KOX 23 protein (56 AA); go_component: nucleus; go_function: DNA binding; go_function: zinc ion binding; go_function: metal ion binding; go_process: transcription; go_process: regulation of transcription; DNA-dependent", 
    "latent TGF beta binding protein 3; go_function: calcium ion binding; go_function: growth factor binding", 
    "MAGUK protein p55T; protein associated with Lin7 2; VELI-associated MAGUK 1; go_component: membrane; go_function: protein binding; go_process: protein complex assembly", 
    "melanoma adhesion molecule; go_component: plasma membrane; go_component: integral to plasma membrane; go_function: protein binding; go_process: cell adhesion; go_process: morphogenesis", 
    "metastasis-associated protein; go_function: kinase activity; go_function: receptor activity", 
    "mitochondrial 28S ribosomal protein S21; go_component: ribosome; go_component: mitochondrion; go_component: mitochondrial small ribosomal subunit; go_function: structural constituent of ribosome; go_process: protein biosynthesis", 
    "myosin-binding subunit 85", "NACHT; LRR and PYD containing protein 8; go_function: ATP binding; go_function: nucleotide binding", 
    "neuro-endocrine specific protein VGF; go_component: cellular component unknown; go_function: growth factor activity; go_process: biological process unknown", 
    "organic cationic transporter-like 3; go_component: membrane fraction; go_component: integral to plasma membrane; go_function: transporter activity; go_function: organic cation transporter activity; go_process: transport", 
    "oxysterol-binding protein-related protein 10; OSBP-related protein 10; go_process: lipid transport; go_process: steroid metabolism", 
    "P114-RHO-GEF; go_function: guanyl-nucleotide exchange factor activity", 
    "pituitary gland specific factor 1a", "programmed cell death 1 ligand 1; go_component: membrane; go_component: integral to membrane; go_function: receptor activity; go_process: immune response; go_process: cell proliferation; go_process: cell surface receptor linked signal transduction", 
    "programmed cell death 6-interacting protein; ALG-2 interacting protein 1; dopamine receptor interacting protein 4; go_component: cytosol; go_function: signal transducer activity; go_process: apoptosis; go_process: protein transport", 
    "prostate cancer antigen-1", "proton/amino acid transporter 2; tramdorin; go_component: membrane; go_function: amino acid-polyamine transporter activity; go_process: amino acid transport", 
    "putative secreted protein ZSIG11; testis expressed gene 264", 
    "retinal short-chain dehydrogenase/reductase 3; go_function: oxidoreductase activity; go_process: metabolism", 
    "RLLV1833; Em:AC022389.2", "RNA-binding protein BRUNOL-6; CUG-BP and ETR-3 like factor 6; Bruno (Drosophila) -like 6; RNA binding protein; go_function: nucleotide binding; go_function: nucleic acid binding", 
    "Sam68-like mammalian protein 1; go_function: protein binding; go_function: nucleic acid binding", 
    "Scm-related gene containing four mbt domains; Scm-related gene product containing four mbt domains; go_component: nucleus; go_process: regulation of transcription", 
    "secreted apoptosis-related protein 2; go_process: cell differentiation; go_process: Wnt receptor signaling pathway ", 
    "small intestinal mucin MUC3; membrane mucin MUC17; secreted mucin MUC17; go_component: cellular component unknown; go_function: extracellular matrix constituent; lubricant activity; go_process: biological process unknown", 
    "solute carrier family 21 (organic anion transporter); member 11; go_component: membrane; go_component: integral to membrane; go_function: transporter activity; go_process: ion transport", 
    "synonym: dJ366L4.1", "synonym: DKFZp666A212", "synonym: DKFZp761P1121", 
    "synonym: FLJ10650", "synonym: FLJ25804", "synonym: FLJ25955", 
    "synonym: FLJ32906", "synonym: FLJ43337", "synonym: FLJ90556", 
    "synonym: LGIL4", "synonym: MGC17943", "synonym: MGC70509", 
    "synonym: P5326", "synonyms: AASL548; PRO1105; FLJ90779; RP4-622L5; dJ622L5.7; RP4-622L5.3", 
    "synonyms: FEM1A; KIAA1785; EUROIMAGE686608; EUROIMAGE783647", 
    "synonyms: FLJ13162; MGC120218; dJ182D15.1; RP1-266L20.3", 
    "synonyms: FLJ25330; DKFZp434A119", "synonyms: FLJ35728; RP11-76K24.1", 
    "synonyms: FLJ37131; MGC90155", "synonyms: MGC10999; RP11-575L7.5", 
    "synonyms: MGC117258; DKFZp547E052", "synonyms: PP14296; FLJ12541", 
    "synonyms: spatial; FLJ32820", "synonyms: Xin; DKFZp451D042; DKFZp779C1947", 
    "taste bud-specific protein precursor", "testis-specific protein A; zinc finger protein", 
    "tetranectin (plasminogen-binding protein); tetranectin (plasminogen binding protein); go_component: extracellular space; go_function: sugar binding; go_process: skeletal development", 
    "TGF-beta-inhibited membrane-associated protein; CAAX box protein TIMAP; ankyrin repeat domain protein 4; go_component: plasma membrane; go_function: protein phosphatase binding; go_process: signal transduction", 
    "thyroid receptor interacting protein 10; salt tolerator; CDC42-interacting protein 4; go_component: cytoplasm; go_function: protein binding; go_process: signal transduction; go_process: actin cytoskeleton organization and biogenesis", 
    "transmembrane protein 2-like; go_process: sensory perception of sound", 
    "uridine kinase-like 1; go_function: ATP binding; go_function: kinase activity; go_function: nucleotide binding; go_function: transferase activity; go_function: uridine kinase activity; go_process: biosynthesis", 
    "zinc finger protein N27C7-1; go_component: nucleus; go_function: zinc ion binding; go_function: metal ion binding; go_function: transcription factor activity; go_process: transcription; go_process: regulation of transcription; DNA-dependent", 
    "ZNF438 transcript variant 2; go_component: nucleus; go_function: zinc ion binding; go_function: metal ion binding; go_function: nucleic acid binding"
    ), class = "factor"), Product = structure(c(1L, 299L, 19L, 
    248L, 278L, 88L, 107L, 214L, 341L, 345L, 135L, 268L, 313L, 
    126L, 185L, 20L, 68L, 264L, 280L, 152L, 131L, 323L, 173L, 
    301L, 180L, 293L, 70L, 85L, 340L, 109L, 18L, 334L, 157L, 
    190L, 76L, 338L, 182L, 202L, 283L, 67L, 50L, 65L, 171L, 191L, 
    72L, 158L, 279L, 130L, 253L, 71L, 59L, 83L, 119L, 115L, 16L, 
    223L, 138L, 252L, 7L, 55L, 9L, 229L, 79L, 80L, 33L, 193L, 
    256L, 84L, 246L, 248L, 46L, 335L, 239L, 54L, 304L, 317L, 
    97L, 112L, 172L, 181L, 24L, 199L, 45L, 200L, 259L, 122L, 
    169L, 81L, 98L, 89L, 160L, 314L, 61L, 237L, 308L, 231L, 139L, 
    141L, 168L, 154L, 274L, 238L, 192L, 165L, 78L, 261L, 146L, 
    161L, 77L, 60L, 298L, 47L, 103L, 150L, 230L, 225L, 114L, 
    95L, 163L, 37L, 147L, 220L, 153L, 82L, 218L, 343L, 282L, 
    104L, 159L, 276L, 240L, 243L, 287L, 329L, 56L, 319L, 309L, 
    327L, 336L, 235L, 159L, 106L, 87L, 284L, 188L, 118L, 296L, 
    326L, 206L, 178L, 124L, 35L, 108L, 167L, 40L, 74L, 26L, 291L, 
    203L, 272L, 84L, 137L, 321L, 255L, 102L, 32L, 75L, 269L, 
    306L, 266L, 151L, 258L, 302L, 116L, 22L, 194L, 34L, 316L, 
    311L, 241L, 152L, 121L, 175L, 315L, 29L, 227L, 189L, 292L, 
    6L, 27L, 143L, 271L, 277L, 198L, 184L, 69L, 205L, 73L, 339L, 
    295L, 149L, 136L, 281L, 216L, 300L, 63L, 100L, 201L, 328L, 
    333L, 297L, 156L, 307L, 38L, 15L, 4L, 275L, 11L, 133L, 234L, 
    337L, 43L, 39L, 134L, 90L, 3L, 127L, 262L, 142L, 25L, 324L, 
    312L, 36L, 219L, 174L, 12L, 325L, 105L, 224L, 236L, 44L, 
    226L, 8L, 155L, 208L, 197L, 289L, 273L, 245L, 322L, 221L, 
    285L, 93L, 57L, 310L, 288L, 170L, 48L, 303L, 212L, 330L, 
    244L, 210L, 41L, 101L, 250L, 209L, 144L, 162L, 205L, 28L, 
    204L, 207L, 320L, 53L, 247L, 128L, 92L, 215L, 120L, 342L, 
    23L, 14L, 318L, 148L, 213L, 166L, 17L, 113L, 270L, 5L, 257L, 
    129L, 164L, 331L, 267L, 290L, 265L, 305L, 211L, 275L, 3L, 
    344L, 195L, 66L, 232L, 249L, 196L, 176L, 49L, 42L, 31L, 13L, 
    2L, 91L, 52L, 254L, 51L, 179L, 263L, 222L, 86L, 10L, 58L, 
    145L, 30L, 217L, 62L, 110L, 21L, 111L, 96L, 186L, 332L, 286L, 
    251L, 242L, 132L, 233L, 183L, 228L, 177L, 125L, 99L, 94L, 
    162L, 260L, 294L, 187L, 117L, 148L, 123L, 140L, 64L), .Label = c("", 
    "1-aminocyclopropane-1-carboxylate synthase", "abhydrolase domain containing 14A", 
    "acheron isoform 2", "acyl-Coenzyme A oxidase isoform a", 
    "ADP-ribosylation factor-like 10", "alcohol dehydrogenase; iron containing; 1", 
    "aldehyde dehydrogenase 3B1 isoform a", "alpha-1;3(6)-mannosylglycoprotein beta-1;6-N-acetyl-glucosaminyltransferase", 
    "alpha 1B-glycoprotein", "aminoacylase 1", "AMP-activated protein kinase alpha 2 catalytic subunit", 
    "amyloid beta precursor protein-binding protein 1 isoform a", 
    "androgen-induced 1", "ankyrin repeat and BTB (POZ) domain containing 1 isoform 1", 
    "annexin A9", "apolipoprotein A-I binding protein", "arachidonate 12-lipoxygenase", 
    "Arylsulfatase G", "ATP-binding cassette; sub-family A member 3", 
    "ATP synthase mitochondrial F1 complex assembly factor 1", 
    "B5 receptor", "baculoviral IAP repeat-containing protein 2", 
    "BAFF receptor", "Bardet-Biedl syndrome 5", "basic helix-loop-helix transcription factor 15", 
    "basonuclin 1", "basophilic leukemia expressed protein BLES03", 
    "BCL2-interacting killer", "beta-carotene 15; 15prime-monooxygenase 1", 
    "beta-galactoside-binding lectin precursor", "beta defensin 127 preproprotein", 
    "brain abundant; membrane attached signal protein 1", "bromodomain adjacent to zinc finger domain; 2A", 
    "bruno-like 6; RNA binding protein", "C-type lectin domain family 3; member B", 
    "cadherin 1; type 1 preproprotein", "cancer susceptibility candidate 4 isoform a", 
    "carbohydrate (chondroitin 6) sulfotransferase 3", "carbonic anhydrase III", 
    "cardiomyopathy associated 1", "casein kinase 1; delta isoform 1", 
    "cask-interacting protein 2", "CASP2 and RIPK1 domain containing adaptor with death domain", 
    "cat eye syndrome chromosome region; candidate 6", "CC chemokine receptor 10", 
    "CCAAT/enhancer binding protein delta", "CD164 antigen; sialomucin", 
    "CD274 antigen", "CD79A antigen isoform 1 precursor", "cell death-regulatory protein GRIM19", 
    "cell division cycle associated 2", "centaurin; beta 2", 
    "centromere protein F (350/400kD)", "chemokine (C-C motif) ligand 7 precursor", 
    "chemokine (C-X-C motif) ligand 16", "chitinase 3-like 2 isoform b", 
    "chloride channel 2", "chondroitin sulfate proteoglycan 3 (neurocan)", 
    "chondroitin sulfate proteoglycan 5 (neuroglycan C)", "chromatin assembly factor 1 subunit B", 
    "chromobox homolog 7", "chromosome 10 open reading frame 27", 
    "chromosome 21 open reading frame 63", "clock", "collagen; type VIII; alpha 2", 
    "collectin sub-family member 10", "complement component 8; gamma polypeptide", 
    "connexin40.1", "coxsackie virus and adenovirus receptor precursor", 
    "Crm; cramped-like", "cyclin F", "cytochrome P450; family 2; subfamily E; polypeptide 1", 
    "cytoplasmic FMR1 interacting protein 1 isoform a", "dachsous 1 precursor", 
    "dedicator of cytokinesis 9", "dehydrogenase/reductase (SDR family) member 10", 
    "deoxyribonuclease II; lysosomal precursor", "DEP domain containing 1", 
    "diacylglycerol kinase; iota", "dickkopf homolog 3 precursor", 
    "dimethylarginine dimethylaminohydrolase 2", "dipeptidyl peptidase 8 isoform 3", 
    "DIRAS family; GTP-binding RAS-like 3", "discoidin domain receptor family; member 1 isoform b", 
    "disulfide isomerase", "DNA-dependent protein kinase catalytic subunit-interacting protein 2", 
    "dolichyl pyrophosphate phosphatase 1", "Down syndrome critical region protein 6", 
    "dystonin isoform 1eB precursor", "E2F transcription factor 2", 
    "ectonucleotide pyrophosphatase/phosphodiesterase 2 (autotaxin)", 
    "EDAR-associated death domain isoform B", "elaC homolog 2", 
    "endothelial cell growth factor 1 (platelet-derived)", "epoxide hydrolase 2; cytoplasmic", 
    "expressed in prostate and testis", "F-actin capping protein beta subunit", 
    "F-box protein 28", "family with sequence similarity 50; member B", 
    "family with sequence similarity 62 (C2 domain containing); member C", 
    "feminization 1 homolog a", "fibroblast growth factor 18 precursor", 
    "forkhead box E3", "frataxin isoform 1 preproprotein", "frizzled 9", 
    "G-substrate", "G protein-coupled receptor 25", "G protein-coupled receptor 68", 
    "galactosidase; beta 1", "galactosylceramidase precursor", 
    "galanin receptor 1", "gamma-aminobutyric acid A receptor; alpha 4 precursor", 
    "GLI-Kruppel family member GLI2 isoform delta", "glutamate-rich WD repeat containing 1", 
    "glutamate receptor; ionotropic; AMPA 2", "glyoxalase I", 
    "growth associated protein 43", "guanine nucleotide-releasing factor 2 isoform a", 
    "guanine nucleotide binding protein; alpha stimulating activity polypeptide 1 isoform a", 
    "hairless protein isoform a", "high-mobility group 20B", 
    "histidine-rich calcium-binding protein precursor", "homeo box B4", 
    "homeo box B8", "HtrA serine peptidase 2 isoform 1 preproprotein", 
    "hypothetical protein LOC113763", "hypothetical protein LOC114926", 
    "hypothetical protein LOC124093 isoform 2", "hypothetical protein LOC124842", 
    "hypothetical protein LOC126402", "hypothetical protein LOC128989", 
    "hypothetical protein LOC129450", "hypothetical protein LOC133619", 
    "hypothetical protein LOC138241 isoform a", "hypothetical protein LOC150275", 
    "hypothetical protein LOC154791", "hypothetical protein LOC161931", 
    "hypothetical protein LOC163154", "hypothetical protein LOC164127", 
    "hypothetical protein LOC164781", "hypothetical protein LOC201164", 
    "hypothetical protein LOC219578", "hypothetical protein LOC219738", 
    "hypothetical protein LOC221120", "hypothetical protein LOC221908", 
    "hypothetical protein LOC22981", "hypothetical protein LOC255762", 
    "hypothetical protein LOC257203", "hypothetical protein LOC283212", 
    "hypothetical protein LOC283234", "hypothetical protein LOC284424", 
    "hypothetical protein LOC285489", "hypothetical protein LOC286032", 
    "hypothetical protein LOC286122", "hypothetical protein LOC28990", 
    "hypothetical protein LOC387695", "hypothetical protein LOC51559 isoform 1", 
    "hypothetical protein LOC54859 isoform 1", "hypothetical protein LOC55051 isoform 2", 
    "hypothetical protein LOC55195", "hypothetical protein LOC55267", 
    "hypothetical protein LOC55744", "hypothetical protein LOC55773", 
    "hypothetical protein LOC56063", "hypothetical protein LOC57578", 
    "hypothetical protein LOC57828", "hypothetical protein LOC60509", 
    "hypothetical protein LOC79568", "hypothetical protein LOC80069", 
    "hypothetical protein LOC80208", "hypothetical protein LOC84236", 
    "hypothetical protein LOC84267", "hypothetical protein LOC89970", 
    "hypothetical protein LOC90488", "importin 8", "integrin alpha 2b precursor", 
    "interleukin 1 family; member 5", "interleukin 6 signal transducer isoform 1 precursor", 
    "jumonji domain containing 1A", "junctophilin 3", "kallikrein 13 precursor", 
    "karyopherin alpha 1", "keratin 20", "KH domain-containing; RNA-binding; signal transduction-associated protein 2", 
    "KIAA0020 isoform 2", "KIAA0056 protein", "KIAA1199", "Kruppel-like factor", 
    "Kruppel-like factor 14", "L-pipecolic acid oxidase", "laminin alpha 3 subunit isoform 2", 
    "latent transforming growth factor beta binding protein 3", 
    "leucine-rich repeat LGI family; member 3", "leucine proline-enriched proteoglycan (leprecan) 1", 
    "leucine rich repeat containing 50", "leucine zipper transcription factor-like 1", 
    "leukocyte tyrosine kinase isoform 2", "luteinizing hormone/choriogonadotropin receptor precursor", 
    "LY6/PLAUR domain containing 5", "lymphocyte-activation protein 3 precursor", 
    "lysyl oxidase-like 2 precursor", "malin", "mannose-6- phosphate isomerase", 
    "matrix Gla protein", "melanoma cell adhesion molecule", 
    "membrane protein; palmitoylated 6", "meningioma  1", "mindbomb homolog 1", 
    "mitochondrial ribosomal protein L38", "mitochondrial ribosomal protein S21", 
    "mitogen-activated protein kinase associated protein 1 isoform 4", 
    "mitogen-activated protein kinase kinase kinase 5", "mucin 17", 
    "muscleblind-like 1 isoform a", "myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog; Drosophila); translocated to; 6", 
    "myeloid/lymphoid or mixed-lineage leukemia trithorax homolog 2", 
    "myozenin 1", "N-acetyltransferase-like protein", "N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3", 
    "N-methyl-D-aspartate receptor subunit 2C precursor", "NACHT; leucine rich repeat and PYD containing 8", 
    "NADH dehydrogenase (ubiquinone) 1 alpha subcomplex; 3; 9kDa", 
    "NADH dehydrogenase (ubiquinone) Fe-S protein 5; 15kDa (NADH-coenzyme Q reductase)", 
    "NADPH oxidase 4", "natriuretic peptide receptor C/guanylate cyclase C (atrionatriuretic peptide receptor C)", 
    "nesprin 1 isoform beta", "neurotensin receptor 2", "nuclear receptor subfamily 2; group F; member 2", 
    "nucleolar protein 1; 120kDa", "olfactory receptor; family 5; subfamily V; member 1", 
    "orexin receptor 1", "organic cation transporter like 3", 
    "oxysterol-binding protein-like protein 10", "PDZ and LIM domain 5 isoform a", 
    "peptidoglycan recognition protein L precursor", "phosphodiesterase 4C; cAMP-specific (phosphodiesterase E1 dunce homolog; Drosophila)", 
    "PITPNM family member 3", "placental protein 11 precursor", 
    "platelet-derived growth factor beta isoform 2; preproprotein", 
    "polo-like kinase", "polo-like kinase 2", "poly(A) polymerase gamma", 
